,acc,eo,dp,weight,client,rs
30,0.7955,0.06477093206951023,0.12244619118805358,0.38535285937105296,0,0
31,0.798,0.07443276781830255,0.12927376187490958,0.40370172585965547,0,0
32,0.797,0.0863268997412826,0.13530163475912618,0.4229242874389499,0,0
33,0.7975,0.08874235867848068,0.1382472553085467,0.4430621457583881,0,0
34,0.7995,0.10314353092016393,0.1461477873687933,0.464158883361278,0,0
35,0.801,0.105558989857362,0.14923003970358942,0.4862601580065355,0,0
36,0.8,0.11029832635025294,0.15123933066499495,0.5094138014816381,0,0
37,0.801,0.11986858071754014,0.15726720354921156,0.533669923120631,0,0
38,0.803,0.12953041646633245,0.16503110382408254,0.5590810182512224,0,0
39,0.802,0.1342697529592234,0.1690496857468936,0.5857020818056667,0,0
40,0.8015,0.1485793438194014,0.17601388821912523,0.6135907273413174,0,0
41,0.802,0.15341026169379757,0.18284145890598125,0.6428073117284322,0,0
42,0.8005,0.15341026169379757,0.18765973863143176,0.6734150657750824,0,0
43,0.7985,0.16288893467957966,0.19167832055424283,0.7054802310718644,0,0
44,0.797,0.17710694415825257,0.19489720467441451,0.739072203352578,0,0
45,0.797,0.17952240309545064,0.19877915481185002,0.7742636826811272,0,0
46,0.798,0.18918423884424296,0.20439713233993986,0.8111308307896873,0,0
47,0.798,0.193923575337134,0.20855234604812653,0.8497534359086445,0,0
48,0.7975,0.19633903427433208,0.2173892076963881,0.8902150854450388,0,0
49,0.7965,0.20823316619731214,0.22341708058060472,0.9326033468832199,0,0
50,0.7975,0.22737367493188632,0.23131761264085132,0.9770099572992254,0,0
51,0.7965,0.24168326579206445,0.2392181447010979,1.0235310218990263,0,0
52,0.7975,0.2584998969709459,0.24885470415199884,1.0722672220103238,0,0
53,0.7965,0.28237974219841105,0.2626464773110865,1.1233240329780276,0,0
54,0.797,0.30152025093298535,0.27148333895934806,1.1768119524349985,0,0
55,0.7955,0.3134143828559654,0.28045683239298513,1.2328467394420666,0,0
56,0.792,0.32298463722325255,0.29290238060793106,1.291549665014884,0,0
57,0.7925,0.3372942280834306,0.30201250582694383,1.3530477745798075,0,0
58,0.791,0.36108249192939074,0.31313192200736206,1.4174741629268055,0,0
59,0.79,0.3706527462966779,0.3229051132436386,1.484968262254465,0,0
60,0.789,0.37780754172676695,0.3308056453038851,1.5556761439304723,0,0
61,0.7865,0.4015958055727271,0.3397791387375223,1.6297508346206444,0,0
62,0.786,0.4183208553701032,0.35464387327000046,1.7073526474706913,0,0
63,0.7855,0.4374613641046775,0.36334410313288645,1.7886495290574351,0,0
64,0.7865,0.4493554960276576,0.3716545305492598,1.873817422860385,0,0
65,0.7865,0.46608054582503383,0.38156435357091184,1.9630406500402715,0,0
66,0.7855,0.47806625912951894,0.3912009130218128,2.0565123083486516,0,0
67,0.7825,0.49469972754539,0.401110736043465,2.1544346900318843,0,0
68,0.7825,0.5091008997870733,0.41074729549436595,2.25701971963392,0,0
69,0.779,0.5376285001259244,0.4257486618122197,2.3644894126454084,0,0
70,0.775,0.5684799780204686,0.44396891225024515,2.4770763559917115,0,0
71,0.772,0.5876204867550427,0.457350790053206,2.5950242113997373,0,0
72,0.7715,0.5996062000595279,0.4740881837617142,2.7185882427329413,0,0
73,0.77,0.6163312498569041,0.48479770458600574,2.848035868435802,0,0
74,0.7645,0.6305492593355772,0.49952580733310825,2.9836472402833403,0,0
75,0.7605,0.6686471140417153,0.5193454533764126,3.1257158496882367,0,0
76,0.759,0.6829567049018934,0.528182315024674,3.27454916287773,0,0
77,0.7575,0.7020972136364678,0.5407644950249956,3.4304692863149193,0,0
78,0.754,0.7377796094054079,0.5597844432656605,3.5938136638046276,0,0
79,0.7485,0.7519976188840809,0.5725032550513575,3.764935806792469,0,0
80,0.744,0.7709549648556449,0.5854953304078057,3.944206059437656,0,0
81,0.7335,0.816116033610367,0.6118692835672148,4.132012400115339,0,0
82,0.728,0.8517984293793073,0.628606677275723,4.328761281083059,0,0
83,0.721,0.8803260297181583,0.6461437687868705,4.5348785081285845,0,0
84,0.719,0.8970510795155344,0.6557803282377714,4.750810162102798,0,0
85,0.715,0.9017904160084255,0.6634075967272669,4.977023564332112,0,0
86,0.7105,0.9256702612358908,0.6817443860410538,5.214008287999687,0,0
87,0.707,0.937655974540376,0.6980718843934353,5.462277217684343,0,0
88,0.7035,0.9472262289076631,0.7105174326083812,5.72236765935022,0,0
89,0.7005,0.9496416878448611,0.7200173602739065,5.994842503189412,0,0
90,0.695,0.9686906151979302,0.734472199450258,6.280291441834256,0,0
91,0.69,0.9782608695652174,0.7497267364292488,6.5793322465756825,0,0
92,0.6835,0.9782608695652174,0.7639083120348492,6.892612104349698,0,0
93,0.6795,0.9806763285024155,0.7732716079149989,7.220809018385467,0,0
94,0.676,0.9879227053140096,0.7854438925591938,7.56463327554629,0,0
95,0.673,0.9903381642512077,0.7929345292633136,7.924828983539178,0,0
96,0.669,0.9903381642512077,0.8004251659674334,8.302175681319747,0,0
97,0.6635,0.9927536231884058,0.8146067415730337,8.697490026177835,0,0
98,0.6595,0.9927536231884058,0.8220973782771536,9.111627561154895,0,0
99,0.6545,0.9951690821256038,0.8333333333333334,9.545484566618342,0,0
100,0.647,0.9951690821256038,0.8473782771535581,10.0,0,0
101,0.7736248236953456,0.14179104477611937,0.17558188164519295,1.0,1,0
102,0.7609308885754584,0.029005808345134665,0.0599454712155576,0.1,1,0
103,0.7602256699576869,0.029005808345134665,0.06151779825958276,0.10476157527896648,1,0
104,0.7602256699576869,0.029005808345134665,0.06151779825958276,0.10974987654930562,1,0
105,0.7602256699576869,0.029005808345134665,0.06151779825958276,0.11497569953977356,1,0
106,0.7602256699576869,0.029005808345134665,0.06151779825958276,0.12045035402587821,1,0
107,0.7602256699576869,0.029005808345134665,0.06151779825958276,0.12618568830660204,1,0
108,0.7602256699576869,0.029005808345134665,0.06151779825958276,0.1321941148466029,1,0
109,0.7609308885754584,0.03129938632678608,0.06309012530360791,0.1384886371393873,1,0
110,0.7602256699576869,0.0335365227921105,0.0643688976821245,0.14508287784959398,1,0
111,0.7609308885754584,0.03577365925743492,0.06820521481767439,0.1519911082952934,1,0
112,0.7609308885754584,0.03577365925743492,0.06820521481767439,0.1592282793341092,1,0
113,0.7623413258110014,0.03806723723908634,0.07105631424021619,0.16681005372000587,1,0
114,0.763046544428773,0.03806723723908634,0.07233508661873278,0.17475284000076838,1,0
115,0.763046544428773,0.03806723723908634,0.07233508661873278,0.18307382802953684,1,0
116,0.7623413258110014,0.040304373704410645,0.07361385899724943,0.19179102616724888,1,0
117,0.7623413258110014,0.040304373704410645,0.07361385899724943,0.20092330025650468,1,0
118,0.7623413258110014,0.040304373704410645,0.07361385899724943,0.2104904144512021,1,0
119,0.763046544428773,0.040304373704410645,0.07489263137576607,0.22051307399030456,1,0
120,0.7637517630465445,0.04259795168606195,0.07646495841979123,0.23101297000831597,1,0
121,0.763046544428773,0.04483508815138637,0.07774373079830782,0.24201282647943823,1,0
122,0.763046544428773,0.04483508815138637,0.07774373079830782,0.2535364493970112,1,0
123,0.7623413258110014,0.04483508815138637,0.07931605784233298,0.26560877829466867,1,0
124,0.7623413258110014,0.04483508815138637,0.07931605784233298,0.2782559402207124,1,0
125,0.7623413258110014,0.04483508815138637,0.07931605784233298,0.29150530628251775,1,0
126,0.7616361071932299,0.04483508815138637,0.08088838488635813,0.30538555088334157,1,0
127,0.7616361071932299,0.04483508815138637,0.08373948430889994,0.31992671377973836,1,0
128,0.7623413258110014,0.04483508815138637,0.08501825668741653,0.33516026509388425,1,0
129,0.7623413258110014,0.04483508815138637,0.08501825668741653,0.35111917342151316,1,0
130,0.763046544428773,0.04712866613303779,0.08659058373144168,0.36783797718286343,1,0
131,0.767277856135402,0.05619009502698924,0.099965416847625,0.38535285937105296,1,0
132,0.767277856135402,0.05619009502698924,0.099965416847625,0.40370172585965547,1,0
133,0.7693935119887165,0.05619009502698924,0.10380173398317488,0.4229242874389499,1,0
134,0.770098730606488,0.05619009502698924,0.10508050636169153,0.4430621457583881,1,0
135,0.770098730606488,0.05619009502698924,0.10508050636169153,0.464158883361278,1,0
136,0.7693935119887165,0.060720809473965076,0.10950393282825843,0.4862601580065355,1,0
137,0.768688293370945,0.0629579459392895,0.11363380462931688,0.5094138014816381,1,0
138,0.768688293370945,0.06902985074626866,0.11648490405185863,0.533669923120631,1,0
139,0.7693935119887165,0.06902985074626866,0.11805723109588379,0.5590810182512224,1,0
140,0.768688293370945,0.06902985074626866,0.11933600347440043,0.5857020818056667,1,0
141,0.7708039492242595,0.07798507462686566,0.12602342003249206,0.6135907273413174,1,0
142,0.7722143864598026,0.08395522388059695,0.1285809647895253,0.6428073117284322,1,0
143,0.7708039492242595,0.09694029850746266,0.1342831636346089,0.6734150657750824,1,0
144,0.771509167842031,0.10791044776119407,0.1384130354356673,0.7054802310718644,1,0
145,0.7708039492242595,0.10791044776119407,0.1425429072367257,0.739072203352578,1,0
146,0.7722143864598026,0.11686567164179107,0.14765799675079216,0.7742636826811272,1,0
147,0.7729196050775741,0.11985074626865666,0.1517878685518506,0.8111308307896873,1,0
148,0.7722143864598026,0.12783582089552237,0.155917740352909,0.8497534359086445,1,0
149,0.7722143864598026,0.13283582089552237,0.15906239444095932,0.8902150854450388,1,0
150,0.7722143864598026,0.13283582089552237,0.16476459328604287,0.9326033468832199,1,0
151,0.7743300423131171,0.14179104477611937,0.1743031092666763,0.9770099572992254,1,0
152,0.7729196050775741,0.15977611940298508,0.18314996219981017,1.0235310218990263,1,0
153,0.7722143864598026,0.15977611940298508,0.18442873457832681,1.0722672220103238,1,0
154,0.7729196050775741,0.1787313432835821,0.19426080522446879,1.1233240329780276,1,0
155,0.7736248236953456,0.1956716417910448,0.2035057665395937,1.1768119524349985,1,0
156,0.7729196050775741,0.20365671641791044,0.2076356383406521,1.2328467394420666,1,0
157,0.7722143864598026,0.21664179104477616,0.21205906480721906,1.291549665014884,1,0
158,0.7750352609308886,0.24753731343283586,0.22543389792340238,1.3530477745798075,1,0
159,0.7736248236953456,0.26350746268656716,0.23369364152551916,1.4174741629268055,1,0
160,0.7743300423131171,0.27947761194029846,0.24096816741462787,1.484968262254465,1,0
161,0.7757404795486601,0.29440298507462687,0.25404944586530265,1.5556761439304723,1,0
162,0.7729196050775741,0.3153731343283583,0.26516028888996124,1.6297508346206444,1,0
163,0.7764456981664316,0.34029850746268653,0.28069455838118673,1.7073526474706913,1,0
164,0.7771509167842031,0.34328358208955223,0.2848244301822451,1.7886495290574351,1,0
165,0.7778561354019746,0.35425373134328353,0.2918054014058453,1.873817422860385,1,0
166,0.7757404795486601,0.38320895522388054,0.3101907703196126,1.9630406500402715,1,0
167,0.7729196050775741,0.41216417910447767,0.3298549116118966,2.0565123083486516,1,0
168,0.7736248236953456,0.42111940298507466,0.3390998729270215,2.1544346900318843,1,0
169,0.7708039492242595,0.44910447761194033,0.3510913799482057,2.25701971963392,1,0
170,0.768688293370945,0.46507462686567164,0.3606298959288391,2.3644894126454084,1,0
171,0.7651622002820875,0.48507462686567165,0.3710490759059981,2.4770763559917115,1,0
172,0.7665726375176305,0.5,0.384130354356673,2.5950242113997373,1,0
173,0.767277856135402,0.5249253731343284,0.39622641509433965,2.7185882427329413,1,0
174,0.7651622002820875,0.5349253731343283,0.40350094098344835,2.848035868435802,1,0
175,0.7581100141043724,0.5699253731343283,0.4183435474271744,2.9836472402833403,1,0
176,0.7566995768688294,0.5908955223880598,0.4297479451173415,3.1257158496882367,1,0
177,0.7538787023977433,0.6218656716417911,0.4442969968955589,3.27454916287773,1,0
178,0.7496473906911142,0.641865671641791,0.45599494925123457,3.4304692863149193,1,0
179,0.7482369534555712,0.6628358208955224,0.4702504463639434,3.5938136638046276,1,0
180,0.7475317348377997,0.684776119402985,0.4823465071016101,3.764935806792469,1,0
181,0.7447108603667136,0.7057462686567164,0.49345735012626873,3.944206059437656,1,0
182,0.7390691114245416,0.7267164179104477,0.5096832826649939,4.132012400115339,1,0
183,0.7348377997179125,0.7376865671641791,0.5227645611156685,4.328761281083059,1,0
184,0.728490832157969,0.7756716417910448,0.5417370393604529,4.5348785081285845,1,0
185,0.7270803949224259,0.8026119402985075,0.5554054271421448,4.750810162102798,1,0
186,0.7193229901269393,0.8255970149253731,0.5732036867248951,4.977023564332112,1,0
187,0.7143864598025388,0.8475373134328358,0.5929723817336615,5.214008287999687,1,0
188,0.7108603667136812,0.8555223880597015,0.6022173430487863,5.462277217684343,1,0
189,0.7023977433004231,0.8764925373134328,0.6235583651015779,5.72236765935022,1,0
190,0.7002820874471086,0.8844776119402985,0.6302457816596696,5.994842503189412,1,0
191,0.7002820874471086,0.8904477611940298,0.6382119705962779,6.280291441834256,1,0
192,0.6981664315937941,0.8994029850746268,0.6497209220029275,6.5793322465756825,1,0
193,0.6904090267983075,0.9123880597014925,0.6669320722546607,6.892612104349698,1,0
194,0.6875881523272215,0.9153731343283582,0.6746047065257604,7.220809018385467,1,0
195,0.6826516220028209,0.9293283582089552,0.6915223021119851,7.56463327554629,1,0
196,0.6770098730606487,0.9402985074626866,0.7071611253196931,7.924828983539178,1,0
197,0.6755994358251057,0.9432835820895522,0.7122762148337596,8.302175681319747,1,0
198,0.6685472496473907,0.9552238805970149,0.7352941176470589,8.697490026177835,1,0
199,0.6636107193229901,0.9641791044776119,0.7519181585677749,9.111627561154895,1,0
200,0.6607898448519041,0.9731343283582089,0.7647058823529411,9.545484566618342,1,0
201,0.656558533145275,0.982089552238806,0.7800511508951407,10.0,1,0
202,0.808,0.22512437810945274,0.1998457183850257,1.0,2,0
203,0.8075,0.029932612443190676,0.04269358490641545,0.1,2,0
204,0.8075,0.029932612443190676,0.04269358490641545,0.10476157527896648,2,0
205,0.808,0.029932612443190676,0.04367110201296481,0.10974987654930562,2,0
206,0.808,0.029932612443190676,0.04367110201296481,0.11497569953977356,2,0
207,0.808,0.029932612443190676,0.04367110201296481,0.12045035402587821,2,0
208,0.8085,0.02852217520764766,0.04669570202637191,0.12618568830660204,2,0
209,0.8095,0.025701300736561628,0.048742784933229644,0.1321941148466029,2,0
210,0.809,0.024090994778429686,0.04972030203977901,0.1384886371393873,2,0
211,0.8085,0.024090994778429686,0.050743843493207874,0.14508287784959398,2,0
212,0.8095,0.024090994778429686,0.0526988777063066,0.1519911082952934,2,0
213,0.8095,0.01804950839107955,0.05670099482626306,0.1592282793341092,2,0
214,0.8095,0.01804950839107955,0.05670099482626306,0.16681005372000587,2,0
215,0.81,0.013618327961861465,0.05972559483967016,0.17475284000076838,2,0
216,0.8105,0.012207890726318449,0.060749136293099026,0.18307382802953684,2,0
217,0.811,0.012207890726318449,0.06172665339964839,0.19179102616724888,2,0
218,0.8115,0.013681592039801016,0.06270417050619775,0.20092330025650468,2,0
219,0.8125,0.018656716417910446,0.06465920471929654,0.2104904144512021,2,0
220,0.8125,0.018656716417910446,0.06465920471929654,0.22051307399030456,2,0
221,0.8125,0.018656716417910446,0.06465920471929654,0.23101297000831597,2,0
222,0.8115,0.02985074626865669,0.068753370533012,0.24201282647943823,2,0
223,0.811,0.02985074626865669,0.0717319461995396,0.2535364493970112,2,0
224,0.8115,0.03606965174129362,0.0747565462129467,0.26560877829466867,2,0
225,0.8115,0.04228855721393032,0.07875866333290316,0.2782559402207124,2,0
226,0.8125,0.04477611940298509,0.08075972189288133,0.29150530628251775,2,0
227,0.812,0.04850746268656714,0.0817832633463102,0.30538555088334157,2,0
228,0.8115,0.052238805970149294,0.08280680479973906,0.31992671377973836,2,0
229,0.81,0.05597014925373134,0.08778643902624489,0.33516026509388425,2,0
230,0.8085,0.06716417910447758,0.09085706338653149,0.35111917342151316,2,0
231,0.81,0.07213930348258701,0.09783775617301554,0.36783797718286343,2,0
232,0.81,0.07835820895522394,0.09983881473299377,0.38535285937105296,2,0
233,0.809,0.08208955223880599,0.101839873292972,0.40370172585965547,2,0
234,0.809,0.09452736318407962,0.1078430489729067,0.4229242874389499,2,0
235,0.81,0.10074626865671643,0.11189119043974266,0.4430621457583881,2,0
236,0.809,0.10820895522388052,0.11393827334660037,0.464158883361278,2,0
237,0.8085,0.12064676616915426,0.12091896613308442,0.4862601580065355,2,0
238,0.8085,0.12686567164179108,0.12492108325304085,0.5094138014816381,2,0
239,0.8085,0.13059701492537312,0.1269681661598986,0.533669923120631,2,0
240,0.8105,0.13805970149253732,0.13092425893297555,0.5590810182512224,2,0
241,0.81,0.14179104477611937,0.13394885894638264,0.5857020818056667,2,0
242,0.8105,0.1480099502487563,0.13897451751976797,0.6135907273413174,2,0
243,0.8115,0.154228855721393,0.14702477610656037,0.6428073117284322,2,0
244,0.812,0.16044776119402993,0.15004937611996746,0.6734150657750824,2,0
245,0.8135,0.1691542288557214,0.157076093253331,0.7054802310718644,2,0
246,0.8135,0.17164179104477617,0.16103218602640795,0.739072203352578,2,0
247,0.8145,0.17412935323383083,0.16303324458638618,0.7742636826811272,2,0
248,0.814,0.18034825870646765,0.168012878812892,0.8111308307896873,2,0
249,0.8115,0.1902985074626865,0.17494754725249656,0.8497534359086445,2,0
250,0.8105,0.20398009950248752,0.18099674727931073,0.8902150854450388,2,0
251,0.809,0.2126865671641791,0.18788539137203578,0.9326033468832199,2,0
252,0.8075,0.22512437810945274,0.19882217693159684,0.9770099572992254,2,0
253,0.8065,0.23258706467661683,0.2028703183984328,1.0235310218990263,2,0
254,0.807,0.24129353233830853,0.20985101118491684,1.0722672220103238,2,0
255,0.8075,0.24502487562189057,0.21292163554520344,1.1233240329780276,2,0
256,0.8055,0.25497512437810943,0.22087984543823685,1.1768119524349985,2,0
257,0.806,0.26243781094527363,0.22599755270538116,1.2328467394420666,2,0
258,0.806,0.27487562189054726,0.23400178694529408,1.291549665014884,2,0
259,0.802,0.29353233830845765,0.2440531040920647,1.3530477745798075,2,0
260,0.7995,0.3097014925373135,0.2529888310916475,1.4174741629268055,2,0
261,0.7985,0.3233830845771144,0.26281002650402063,1.484968262254465,2,0
262,0.795,0.3445273631840796,0.27383886075734065,1.5556761439304723,2,0
263,0.794,0.35696517412935325,0.27979601209039584,1.6297508346206444,2,0
264,0.787,0.39427860696517414,0.29594255361086014,1.7073526474706913,2,0
265,0.7875,0.40298507462686567,0.30292324639734414,1.7886495290574351,2,0
266,0.787,0.42039800995024873,0.3178161247299821,1.873817422860385,2,0
267,0.783,0.445273631840796,0.3278674418767528,1.9630406500402715,2,0
268,0.7825,0.4539800995024875,0.33280105175637914,2.0565123083486516,2,0
269,0.7795,0.47263681592039797,0.3428983932500293,2.1544346900318843,2,0
270,0.7765,0.5099502487562189,0.3667730229291295,2.25701971963392,2,0
271,0.7735,0.5199004975124377,0.3786873255952399,2.3644894126454084,2,0
272,0.77,0.5360696517412935,0.3955812624878561,2.4770763559917115,2,0
273,0.767,0.5497512437810945,0.4095426480608242,2.5950242113997373,2,0
274,0.763,0.5597014925373134,0.421410926380055,2.7185882427329413,2,0
275,0.7625,0.5845771144278606,0.436395853406452,2.848035868435802,2,0
276,0.763,0.6007462686567164,0.4494717705666297,2.9836472402833403,2,0
277,0.76,0.6218905472636815,0.46152414627337857,3.1257158496882367,2,0
278,0.758,0.6430348258706469,0.4756236048869852,3.27454916287773,2,0
279,0.752,0.6604477611940298,0.4914940003261725,3.4304692863149193,2,0
280,0.7455,0.7014925373134329,0.5104810444725261,3.5938136638046276,2,0
281,0.7395,0.7164179104477612,0.5263974642585928,3.764935806792469,2,0
282,0.7305,0.7562189054726369,0.5521811038039123,3.944206059437656,2,0
283,0.729,0.7723880597014926,0.5611628551503746,4.132012400115339,2,0
284,0.7255,0.7960199004975125,0.5799197775623305,4.328761281083059,2,0
285,0.722,0.8208955223880596,0.5949967532824865,4.5348785081285845,2,0
286,0.717,0.8407960199004976,0.6088660901616956,4.750810162102798,2,0
287,0.714,0.8519900497512437,0.6206423197871674,4.977023564332112,2,0
288,0.709,0.8756218905472637,0.6365587395732342,5.214008287999687,2,0
289,0.7025,0.8893034825870647,0.6533606277720914,5.462277217684343,2,0
290,0.696,0.8955223880597015,0.6680694087172113,5.72236765935022,2,0
291,0.693,0.9191542288557214,0.6838477554626398,5.994842503189412,2,0
292,0.689,0.9353233830845772,0.7014890877274078,6.280291441834256,2,0
293,0.686,0.9440298507462687,0.711310283139781,6.5793322465756825,2,0
294,0.68,0.9577114427860697,0.7251335956721106,6.892612104349698,2,0
295,0.6725,0.9676616915422885,0.743844493737187,7.220809018385467,2,0
296,0.6705,0.972636815920398,0.7536656891495601,7.56463327554629,2,0
297,0.667,0.9751243781094527,0.7624633431085044,7.924828983539178,2,0
298,0.662,0.9776119402985075,0.7741935483870968,8.302175681319747,2,0
299,0.658,0.9825870646766169,0.7859237536656891,8.697490026177835,2,0
300,0.653,0.9825870646766169,0.7956989247311828,9.111627561154895,2,0
301,0.6465,0.9850746268656716,0.8103616813294232,9.545484566618342,2,0
302,0.641,0.9900497512437811,0.8250244379276638,10.0,2,0
303,0.804,0.1862738325504283,0.20007520609169344,1.0,3,0
304,0.7925,0.05502210555402043,0.057252637463634515,0.1,3,0
305,0.793,0.051982591876208906,0.05824371774113701,0.10476157527896648,3,0
306,0.793,0.051982591876208906,0.05824371774113701,0.10974987654930562,3,0
307,0.793,0.051982591876208906,0.05824371774113701,0.11497569953977356,3,0
308,0.793,0.051982591876208906,0.0602438797542601,0.12045035402587821,3,0
309,0.7925,0.046300773694390784,0.061252961489880686,0.12618568830660204,3,0
310,0.792,0.046300773694390784,0.06224404176738313,0.1321941148466029,3,0
311,0.7925,0.046300773694390784,0.06325312350300372,0.1384886371393873,3,0
312,0.7925,0.046300773694390784,0.06325312350300372,0.14508287784959398,3,0
313,0.793,0.046300773694390784,0.0642622052386243,0.1519911082952934,3,0
314,0.793,0.046300773694390784,0.0642622052386243,0.1592282793341092,3,0
315,0.793,0.04326126001657915,0.0662443657936293,0.16681005372000587,3,0
316,0.7935,0.04022174633876763,0.06723544607113174,0.17475284000076838,3,0
317,0.7945,0.03414271898314458,0.06921760662613669,0.18307382802953684,3,0
318,0.7955,0.03110320530533306,0.07121776863925977,0.19179102616724888,3,0
319,0.7965,0.025024177949709903,0.07319992919426471,0.20092330025650468,3,0
320,0.797,0.025024177949709903,0.0742090109298853,0.2104904144512021,3,0
321,0.7975,0.025024177949709903,0.07521809266550589,0.22051307399030456,3,0
322,0.7965,0.01934235976789167,0.07721825467862897,0.23101297000831597,3,0
323,0.7965,0.019686033922771573,0.08121857870487509,0.24201282647943823,3,0
324,0.7965,0.019686033922771573,0.08121857870487509,0.2535364493970112,3,0
325,0.7975,0.02361060988812702,0.0852189027311212,0.26560877829466867,3,0
326,0.799,0.02483760375315769,0.08821014502174679,0.2782559402207124,3,0
327,0.8,0.02483760375315769,0.09019230557675173,0.29150530628251775,3,0
328,0.8,0.02753518585348247,0.09219246758987479,0.30538555088334157,3,0
329,0.801,0.028762179718513137,0.09419262960299782,0.31992671377973836,3,0
330,0.8015,0.028762179718513137,0.09518370988050032,0.33516026509388425,3,0
331,0.802,0.029989173583543804,0.09819295362924393,0.35111917342151316,3,0
332,0.801,0.03685492601948748,0.10419343966861314,0.36783797718286343,3,0
333,0.8025,0.038081919884518145,0.10918484397236175,0.38535285937105296,3,0
334,0.804,0.040779501984843036,0.11415824681799228,0.40370172585965547,3,0
335,0.8045,0.0432957999447362,0.11514932709549472,0.4229242874389499,3,0
336,0.804,0.046335313622547725,0.11812256792800216,0.4430621457583881,3,0
337,0.805,0.061135672837800525,0.12410505250925327,0.464158883361278,3,0
338,0.8045,0.061135672837800525,0.12509613278675571,0.4862601580065355,3,0
339,0.806,0.08161785023487145,0.13210570056174548,0.5094138014816381,3,0
340,0.8055,0.08161785023487145,0.13309678083924797,0.533669923120631,3,0
341,0.8055,0.08465736391268308,0.13907926542049903,0.5590810182512224,3,0
342,0.805,0.09337869577231284,0.14407066972424765,0.5857020818056667,3,0
343,0.804,0.09906051395413096,0.14607083173737073,0.6135907273413174,3,0
344,0.804,0.11346366399557883,0.150089157221735,0.6428073117284322,3,0
345,0.8045,0.12522450953302022,0.15508056152548355,0.6734150657750824,3,0
346,0.8055,0.12522450953302022,0.1630992110360939,0.7054802310718644,3,0
347,0.8055,0.12522450953302022,0.1630992110360939,0.739072203352578,3,0
348,0.806,0.12522450953302022,0.16610845478483757,0.7742636826811272,3,0
349,0.806,0.1400248687482729,0.17207293790797054,0.8111308307896873,3,0
350,0.804,0.15138850511190938,0.17607326193421666,0.8497534359086445,3,0
351,0.804,0.16314935064935066,0.1840559085285908,0.8902150854450388,3,0
352,0.805,0.1692283780049737,0.18803823109671883,0.9326033468832199,3,0
353,0.8035,0.18059201436861005,0.19704796088483167,0.9770099572992254,3,0
354,0.8025,0.19763746891406464,0.20308444984043705,1.0235310218990263,3,0
355,0.803,0.21547734180712896,0.21604049928044172,1.0722672220103238,3,0
356,0.803,0.23292000552638847,0.22204098531981092,1.1233240329780276,3,0
357,0.804,0.2359595192042,0.2280414713591801,1.1768119524349985,3,0
358,0.805,0.2511570875932577,0.23997043760544604,1.2328467394420666,3,0
359,0.804,0.2598784194528876,0.25195340822606627,1.291549665014884,3,0
360,0.803,0.27996338767615364,0.25997205773667664,1.3530477745798075,3,0
361,0.803,0.29516095606521137,0.2738831845379476,1.4174741629268055,3,0
362,0.8015,0.3069218016026527,0.2868392339779522,1.484968262254465,3,0
363,0.801,0.3247616744957171,0.29977728195983877,1.5556761439304723,3,0
364,0.7995,0.34220433821497653,0.31275133285796153,1.6297508346206444,3,0
